ano_criacao_pedido;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;codigo_orgao_entidade_compra;nome_orgao_entidade_compra;numero_processo_formatado;data_criacao_pedido;data_licitacao;numero_contrato;indicador_termo_de_contrato;situacao_processo;situacao_compra_item_processo;criterio_julgamento;objeto_processo;unnamed_15;nome_empresarial_nome_fornecedor;unnamed_17;cnpj_cpf_fornecedor_formatado;numero_parecer_juridico;data_parecer_juridico;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_referencia_item_processo;valor_total_homologado;valor_total_atualizado
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000002/2025;2025-01-06;;9458088;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Aquisição de Serviços de Telefonia Fixa para a PMMG.;;ALGAR TELECOM S/A;;71.208.516/0001-74;1,0;2025-02-17;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=619803;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194281;192317,92;132998,32;221560,2
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000025/2025;2025-05-29;;9473895;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Equipamentos de áudio e serviços para modernização do salão nobre do QCG.;;PROJECOES MULTIMIDIA LTDA - ME;;04.851.244/0001-39;;;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=627407;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197227;318841,77;279499,99;302499,99
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000049/2025;2025-07-11;;9478252;SIM;Concluído;Com Fornecedor Vencedor;Por lote;SERVIÇO DE INSTALAÇÃO DE AR CONDICIONADO;;INSTALAR - COMERCIO E SERVICOS EM AR CONDICIONADO LTDA;;16.755.249/0001-47;18,0;2025-08-14;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=631246;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198074;148681,88;103900,0;89000,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000049/2025;2025-09-19;;9478252;SIM;Concluído;Com Fornecedor Vencedor;Por lote;SERVIÇO DE INSTALAÇÃO DE AR CONDICIONADO;;INSTALAR - COMERCIO E SERVICOS EM AR CONDICIONADO LTDA;;16.755.249/0001-47;18,0;2025-08-14;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=631246;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198074;0,0;0,0;14900,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000072/2025;2025-08-08;;9486629;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Para atender às necessidades da PMMG (CTS), quanto à aquisição de solução de Infraestrutura de Tecnologia da Informação IAAS - (TI) - CPD-CTS.;;ALTAS NETWORKS & TELECOM LTDA;;05.407.609/0001-01;44,0;2025-10-09;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=632900;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199908;6179969,0;6000000,0;6000000,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000142/2025;2025-10-23;;9488012;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Aquisição de Tablet para a 2 CIA PM PVD/ 2 RPM;;DISTRIBUIDORA PERES & ARAUJO LTDA - ME;;21.641.059/0001-39;69,0;2025-11-05;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639010;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199985;50661,0;48787,92;48787,92
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000168/2025;2025-10-29;;9489136;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Para atender à BPMRv / CPE, com aquisição de 20 kits antena para internet via satelite.;;EMPREENDIMENTOS WG LTDA;;52.994.933/0001-45;82,0;2025-11-18;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639558;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200378;52000,0;19974,0;24967,5
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000177/2025;2025-10-31;;0;;Concluído;Fracassado;Por lote;Para atender à DINT (PMMG), com aquisição de 01(uma) Workstation.;;INEXISTENTE;;;83,0;2025-11-24;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=640582;;33899,8;0,0;0,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000195/2025;2025-11-18;;9491814;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Para atender necessidades do CTT com aquisição de insumos para Radiocomunicação eTelefonia.;;L&S TECNOLOGIA E EQUIPAMENTOS LTDA;;62.300.625/0001-26;86,0;2025-12-01;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641660;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202637;50409,32;39440,0;49300,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000195/2025;2025-11-18;;9491828;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Para atender necessidades do CTT com aquisição de insumos para Radiocomunicação eTelefonia.;;RADIOCELL ELETRONICA LTDA - EPP;;71.875.397/0001-03;86,0;2025-12-01;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641660;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202678;270661,68;66585,0;83183,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000195/2025;2025-11-18;;9491853;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Para atender necessidades do CTT com aquisição de insumos para Radiocomunicação eTelefonia.;;MAQNETE COMERCIO E SERVICOS LTDA -ME;;18.152.404/0001-66;86,0;2025-12-01;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641660;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202718;8800,0;8163,0;10203,75
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250071 000195/2025;2025-11-19;;9491853;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Para atender necessidades do CTT com aquisição de insumos para Radiocomunicação eTelefonia.;;MAQNETE COMERCIO E SERVICOS LTDA -ME;;18.152.404/0001-66;86,0;2025-12-01;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641660;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202718;19287,0;19287,0;24108,75
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250072 000002/2025;2025-04-03;;0;;Concluído;Fracassado;Por lote;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PLOTAGEM DE VIATURAS;;INEXISTENTE;;;29,0;2025-06-04;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=623976;;0,0;0,0;0,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250072 000011/2025;2025-06-17;;9472918;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Serviço de adaptação/implementação de veículo em viatura.;;ACTATEC INDUSTRIA E COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA.;;34.032.252/0002-03;19,0;2025-07-08;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=628843;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197059;90000,0;69999,99;69999,99
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250072 000015/2025;2025-06-27;;9474710;SIM;Concluído;Com Fornecedor Vencedor;Por lote;01 Caminhão Tanque Abastecedor (CTA) para o Comave.;;MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA;;03.093.776/0011-63;21,0;2025-07-11;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=629645;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197604;1500000,0;1500000,0;1500000,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250072 000018/2025;2025-07-17;;0;;Concluído;Fracassado;Por lote;01 ambulância Unidade de Suporte Avançado (USA).;;INEXISTENTE;;;63,0;2025-10-16;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=631977;;442971,0;0,0;0,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250072 000019/2025;2025-08-05;;9480421;SIM;Concluído;Com Fornecedor Vencedor;Por lote;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PLOTAGEM DE VIATURAS;;TECSOL EQUIPAMENTOS LTDA - EPP;;07.327.529/0001-63;41,0;2025-09-09;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=632617;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198725;211005,25;211005,25;211005,25
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250072 000042/2025;2025-11-07;;9490931;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Ambulância Tipo D.;;STRADA VEICULOS E PECAS LTDA;;01.654.749/0001-15;74,0;2025-11-24;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=640779;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202019;456752,57;455400,0;455400,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250084 000001/2025;2025-01-30;;9453551;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Contratação de mão de obra para prestação de serviço técnico especializado em operação de máquinas de recarga para produção de munições.;;RIO MINAS - TERCEIRIZACAO E ADMINISTRACAO DE SERVICOS LTDA ;;08.491.163/0001-26;6,0;2025-02-07;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=619538;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193986;589418,76;569999,4;569999,4
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000001/2025;2025-02-06;;9456209;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Concessão onerosa de uso de espaço público para exploração de atividade de restaurante e lanchonete, por_x000D_ empresa especializada em serviços de alimentação, no Prédio do Antigo Quartel do Comando-Geral;;CRISART EVENTOS LTDA - ME;;21.103.315/0001-34;6,0;2025-02-10;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=619853;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194063;52,9;42,9;5913,72
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000001/2026;2025-11-24;;9501598;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Serviços de Revitalização da rede hidráulica do Quartel do Comando Geral (QCG) da Polícia Militar de Minas Gerais, situado na RUA DA BAHIA 2.115, FUNCIONÁRIOS ¿ BELO HORIZONTE, M.G.;;CONSTRUTORA FABRIMAR LTDA;;04.091.467/0001-45;15,0;2026-03-12;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=659314;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=215597;174606,3;147545,98;147545,98
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000002/2025;2025-01-13;;9456295;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Contratação de empresa para impressão de provas para realização dos concurso de 2025 da PMMG._x000D_ ;;CENTERPRINTING PROCESSAMENTO E IMPRESSAO LTDA - ME;;27.689.472/0001-50;7,0;2025-02-14;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=620134;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194067;548000,0;340000,0;695170,26
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000003/2025;2025-02-10;;9459024;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Aquisição de medalhas para as condecorações de 250 anos da Polícia Militar de Minas Gerais._x000D_ ;;MERITO BRINDES E PREMIACOES - LTDA;;21.883.166/0001-73;8,0;2025-02-21;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=620468;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194487;223020,0;112860,0;129580,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000006/2025;2025-03-06;;9471135;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Contratação da prestação de serviços de empresa de arquitetura/engenharia para execução de serviços a fim de_x000D_ realizar a revitalização elétrica para ramal de condicionadores de ar do QCG.;;SEGMENTO ENGENHARIA LTDA - EPP;;00.353.783/0001-97;17,0;2025-04-14;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=622010;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196264;167642,63;145333,91;156483,72
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000012/2025;2025-05-22;;9472413;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Aquisição de aparelhos de ar condicionado para atender as demandas do antigo prédio do Quartel do Comando Geral e unidades apoiadas.;;TECNOBLU COMERCIO DE REFRIGERACAO LTDA;;21.613.975/0001-65;33,0;2025-06-12;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=627092;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196801;141451,94;75997,0;75997,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000016/2025;2025-08-01;;9478895;SIM;Concluído;Com Fornecedor Vencedor;Por lote;A contratação da prestação de serviços de empresa de arquitetura/engenharia para execução de serviços a fim_x000D_  de realizar uma reforma e revitalização de fachadas do QCG - PMMG.;;SEGMENTO ENGENHARIA LTDA - EPP;;00.353.783/0001-97;40,0;2025-08-21;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=632504;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198285;1839919,19;1379839,0;1399675,23
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000021/2025;2025-09-16;;9481443;SIM;Concluído;Com Fornecedor Vencedor;Por item;Contratação da prestação de serviços de empresa de arquitetura/engenharia para realizar a revitalização da rede elétrica e vestiários do prédio do Centro de Recrutamento e Seleção - CRS;;REFORLAR SOLUCOES EM ENGENHARIA LTDA;;28.074.559/0001-85;54,0;2025-09-22;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=635781;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199122;145732,59;117310,79;117310,79
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000026/2025;2025-10-13;;9484362;SIM;Concluído;Com Fornecedor Vencedor;Por item;contratação da prestação de serviços de empresa de arquitetura/engenharia para execução de serviços a fim de realizar a reforma e revitalização do piso do 2º pavimento do prédio do CRS/PMMG.;;ESCALA ENGENHARIA LTDA -EPP;;17.100.553/0001-19;62,0;2025-10-24;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=638093;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199664;72083,76;63000,0;60752,7
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000027/2025;2025-10-01;;9488013;SIM;Concluído;Com Fornecedor Vencedor;Por lote;prestação de serviços de desinstalação e instalação de cortinas do tipo painel solar e persianas.;;MICKAEL MANZELA DE SANTANA GOMES LTDA;;35.306.119/0001-71;65,0;2025-10-31;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=638986;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200009;119733,64;49400,0;49400,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000033/2025;2025-11-11;;9491824;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Aquisição de materiais de construção para revitalização do Centro de Recrutamento e Seleção da PMMG.;;VIANNA COMERCIO E SERVICOS DE CONSTRUCAO LTDA;;37.916.470/0001-00;14,0;2025-11-24;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641261;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202677;36694,95;31977,32;31977,32
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000033/2025;2025-11-14;;9491824;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Aquisição de materiais de construção para revitalização do Centro de Recrutamento e Seleção da PMMG.;;VIANNA COMERCIO E SERVICOS DE CONSTRUCAO LTDA;;37.916.470/0001-00;14,0;2025-11-24;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641261;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202677;27474,57;24019,97;24019,97
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250133 000034/2025;2025-11-17;;9491815;SIM;Concluído;Com Fornecedor Vencedor;Por lote;contratação da prestação de serviços de empresa de arquitetura/engenharia para execução de serviços de reforma do vestiário de praças masculino na garagem do Quartel do Comando Geral (QCG);;RYCIM CONSTRUCOES LTDA;;40.760.030/0001-10;9,0;2025-11-25;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641287;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202638;289921,3;258029,95;258029,95
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000002/2025;2025-04-15;;9471157;SIM;Concluído;Com Fornecedor Vencedor;Por lote;LOTE 01 SERVIÇOS DE VIDRAÇARIA _x000D_ LOTE 2  SERVIÇOS PARA CONFECÇÃO E INSTALAÇÃO DE CORRIMÃOS E GUARDA CORPOS P/O NAIS DO 13º BPM;;ALESSANDER DE OLIVEIRA LIMA -ME;;11.399.829/0001-25;633,0;2025-05-22;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=624911;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196284;16958,35;14312,0;17712,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000002/2025;2025-04-15;;9471160;SIM;Concluído;Com Fornecedor Vencedor;Por lote;LOTE 01 SERVIÇOS DE VIDRAÇARIA _x000D_ LOTE 2  SERVIÇOS PARA CONFECÇÃO E INSTALAÇÃO DE CORRIMÃOS E GUARDA CORPOS P/O NAIS DO 13º BPM;;MDS COMERCIO E SERVICOS LTDA;;45.638.524/0001-40;633,0;2025-05-22;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=624911;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196301;29900,0;23999,99;23999,99
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000005/2025;2025-06-11;;9472574;SIM;Concluído;Com Fornecedor Vencedor;Por lote;AQUISIÇÃO DE DRONES CONFORME SOLICITAÇÃO DO 22º BPM DA POLÍCIA MILITAR DE MINAS GERAIS;;NW DRONES COMERCIO E MANUTENCAO DE DRONES LTDA;;32.907.435/0004-53;5,0;2025-06-30;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=628817;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196902;122723,88;90222,22;90222,22
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000018/2025;2025-07-29;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;Serviços para o 13º BPM._x000D_ Lote 01: Confecção  de forro (isopor). Lote 02:   Confecção de piso emborrachado para academia._x000D_ LOTE 03: Confecção de Rufo galvanizado.;;43.795.804 WAGNER EUSTAQUIO DE ARAUJO;;43.795.804/0001-37;7,0;2025-08-05;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=632039;;5565,0;4450,0;4450,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000018/2025;2025-07-29;;9477323;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Serviços para o 13º BPM._x000D_ Lote 01: Confecção  de forro (isopor). Lote 02:   Confecção de piso emborrachado para academia._x000D_ LOTE 03: Confecção de Rufo galvanizado.;;L3A DIVISORIAS E FORROS LTDA - EPP;;10.867.329/0001-08;7,0;2025-08-05;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=632039;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197998;21224,0;20980,0;20980,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000018/2025;2025-07-29;;9477324;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Serviços para o 13º BPM._x000D_ Lote 01: Confecção  de forro (isopor). Lote 02:   Confecção de piso emborrachado para academia._x000D_ LOTE 03: Confecção de Rufo galvanizado.;;ANDHEUS COMERCIO DE EQUIPAMENTOS LTDA;;54.051.187/0001-81;7,0;2025-08-05;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=632039;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197979;15136,0;15136,0;15136,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000026/2025;2025-08-04;;9480794;SIM;Concluído;Com Fornecedor Vencedor;Por lote;Confecção e instalação de brise fixo horizontal em alumínio para o NAIS do 13º BPM;;MDS COMERCIO E SERVICOS LTDA;;45.638.524/0001-40;8,0;2025-08-22;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=633822;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198900;32000,0;31000,0;31000,0
2025;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;1250;POLICIA MILITAR DE MINAS GERAIS;1250165 000041/2025;2025-10-01;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;Aquisição de materiais permanentes;;MAMUTE BRASIL INDUSTRIA E COMERCIO DE MOVEIS LTDA -EPP;;06.538.230/0001-95;7,0;2025-11-12;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=638102;;1711,95;1254,0;1254,0
