ano_criacao_pedido;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;codigo_orgao_entidade_compra;nome_orgao_entidade_compra;numero_processo_original_formatado;numero_processo_formatado;data_criacao_pedido;data_licitacao;numero_contrato;indicador_termo_de_contrato;situacao_processo;item_material_servico;situacao_compra_item_processo;criterio_julgamento;objeto_processo;nome_empresarial_nome_fornecedor;cnpj_cpf_fornecedor_formatado;numero_parecer_juridico;data_parecer_juridico;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_referencia_item_processo;valor_total_homologado;valor_total_atualizado
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321030 000001/2026;2026-04-27;2026-06-30;0;NÃO;Concluído;"FILTRO/ELEMENTO FILTRANTE EQUIP.REFRIGERACAO - EQUIPAMENTO: FILTRO COM ELEMENTO FILTRANTE P/ EQ.FRISBEL RA052T; TIPO: CARVAO ATIVADO EM BLOCO IMPREGNADO PRATA COLOIDAL; REFERENCIA: IGATU 569FCBE;";Com Fornecedor Vencedor;Por lote;Material de limpeza e conservação.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;266,88;390,0;390,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321030 000001/2026;2026-04-27;2026-06-30;0;NÃO;Concluído;"REFIL PURIFICADOR DE AGUA - MARCA/MODELO EQUIPAMENTO: BEBEDOURO INDUSTRIAL REFRIGERADO; MATERIA-PRIMA: PLASTICO; TIPO FILTRAGEM: CARVAO ATIVADO IMPREGNADO COM PRATA COLOIDAL; DIMENSOES: COMPATIVEIS C/ REF 446, ENCAIXE ROSCA DE 1/2 POL;";Com Fornecedor Vencedor;Por lote;Material de limpeza e conservação.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;278,9;480,0;480,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321030 000001/2026;2026-04-27;2026-06-30;0;NÃO;Concluído;"REFIL PURIFICADOR DE AGUA - MARCA/MODELO EQUIPAMENTO: FRISBEL/RA 05 2T; MATERIA-PRIMA: POLIPROPILENO ATOXICO E CARVAO ATIVADO; TIPO FILTRAGEM: 5 MICRAS; DIMENSOES: COMPATIVEL COM  O FILTRO ACOPLADO;";Com Fornecedor Vencedor;Por lote;Material de limpeza e conservação.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;539,5;510,0;510,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321030 000001/2026;2026-04-27;2026-06-30;0;NÃO;Concluído;"REFIL PURIFICADOR DE AGUA - MARCA/MODELO EQUIPAMENTO: LIBELL/PGA E ACQUAFLEX; MATERIA-PRIMA: CORPO EM PVC COM CARVAO ATIVADO C/ PRATA COLONIDAL; TIPO FILTRAGEM: FILTRO FLEX TRIPLAFILTRAGEM VAZAO 45 LITROS/HORA; DIMENSOES: 185 MM X 55 MM X 55 MM (A X L X P);";Com Fornecedor Vencedor;Por lote;Material de limpeza e conservação.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;362,35;450,0;450,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321036 000004/2026;2026-06-01;2026-06-22;0;NÃO;Concluído;"DESODORIZADOR DE AMBIENTES - APRESENTACAO: AEROSOL; ESSENCIA: TALCO;";Com Fornecedor Vencedor;Por lote;Aquisição de materiais de limpeza;CENTRAL SUPRIMENTOS LTDA -ME;41.658.519/0001-49;;;;;447,0;360,0;360,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321036 000004/2026;2026-06-01;2026-06-22;0;NÃO;Concluído;"DETERGENTE - APRESENTACAO: LIQUIDO E CONCENTRADO; FRAGANCIA: NEUTRO;";Com Fornecedor Vencedor;Por lote;Aquisição de materiais de limpeza;CENTRAL SUPRIMENTOS LTDA -ME;41.658.519/0001-49;;;;;592,13;705,3;705,3
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321036 000004/2026;2026-06-01;2026-06-22;0;NÃO;Concluído;"PAPEL HIGIENICO -  FOLHA: SIMPLES; COMPOSICAO: 100% CELULOSE VIRGEM, BRANCO; TIPO: ROLAO; ACABAMENTO: PICOTADO, GOFRADO; FRAGRANCIA: NEUTRO; APRESENTACAO: ROLO 300 M; DIAMETRO DO TUBETE: CONFORME SOLICITADO PELO ORGAO/ENTIDADE;";Com Fornecedor Vencedor;Por lote;Aquisição de materiais de limpeza;CENTRAL SUPRIMENTOS LTDA -ME;41.658.519/0001-49;;;;;2231,2;1529,6;1529,6
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321036 000004/2026;2026-06-01;2026-06-22;0;NÃO;Concluído;"PAPEL TOALHA - FOLHA: SIMPLES; COMPOSICAO: 100% CELULOSE VIRGEM, BRANCA; TIPO: INTERFOLHADO, 2 DOBRAS; DIMENSOES (L X C ): 23 CM X 23 CM; ACABAMENTO: LISO; APRESENTACAO: EMBALAGEM 1.250 FOLHAS;";Com Fornecedor Vencedor;Por lote;Aquisição de materiais de limpeza;CENTRAL SUPRIMENTOS LTDA -ME;41.658.519/0001-49;;;;;2117,28;2347,2;2347,2
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321036 000004/2026;2026-06-01;2026-06-22;0;NÃO;Concluído;"SABAO -  ASPECTO: BARRA; PRINCIPIO ATIVO: BASE DE ACIDOS GRAXOS E GLICERINA; APRESENTACAO: TABLETE 180 G;";Com Fornecedor Vencedor;Por lote;Aquisição de materiais de limpeza;CENTRAL SUPRIMENTOS LTDA -ME;41.658.519/0001-49;;;;;62,79;112,0;112,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321036 000004/2026;2026-06-01;2026-06-22;0;NÃO;Concluído;"VASSOURA -  TIPO DAS CERDAS: PIACAVA NATURAL; ALTURA DAS CERDAS: 15 CM; LARGURA BASE: NUMERO 5, MINIMO 13 CM DE BASE; MATERIAL BASE: MADEIRA REVESTIDA EM PLASTICO; MATERIAL CABO: MADEIRA REVESTIDO PLASTICO; COMPRIMENTO CABO: 1,20 M; TIPO DO CABO: ROSQUEAVEL;";Com Fornecedor Vencedor;Por lote;Aquisição de materiais de limpeza;CENTRAL SUPRIMENTOS LTDA -ME;41.658.519/0001-49;;;;;682,53;768,9;768,9
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"DESINFETANTE  -  TIPO: CONCENTRADO; PRINCIPIO ATIVO (1): QUATERNARIO DE AMONIO; PRINCIPIO ATIVO (2): TENSOATIVOS CATIONICOS; ACAO PRINCIPAL: BACTERICIDA E GERMICIDA; DILUICAO: 1:300; ODOR: CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO: FRASCO 5 L;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;96,0;189,78;189,78
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"DETERGENTE  USO DOMESTICO - APRESENTACAO: LIQUIDO SUPERCONCENTRADO, DILUICAO 1:200; FRAGRANCIA: NEUTRO;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;288,0;580,08;580,08
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"ESPONJA SINTETICA PARA LIMPEZA - MATERIA-PRIMA: UMA FACE DE POLIURETANO E OUTRA ABRASIVA; TIPO: DUPLA FACE; FORMATO: RETANGULAR (7,5CM LARG X 11CM COMP X 2,5CM ALT).;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;36,0;18,72;18,72
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"FLANELA PARA LIMPEZA - DIMENSOES: 40 X 60 CM (LARGURA X COMPRIMENTO);";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;108,0;92,16;92,16
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"PANO DE CHAO - MATERIA-PRIMA: COMPOSTO POR 100% ALGODAO, LAVADO E ALVEJADO; MEDIDAS: 60 CM LARGURA X 80 CM COMPRIMENTO;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;192,0;200,16;200,16
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"PAPEL HIGIENICO -  FOLHA: SIMPLES; COMPOSICAO: 100% CELULOSE VIRGEM, BRANCO; TIPO: ROLAO; ACABAMENTO: SEM PICOTE, LISO; FRAGRANCIA: NEUTRO; APRESENTACAO: ROLO 300 M; DIAMETRO DO TUBETE: CONFORME SOLICITADO PELO ORGAO/ENTIDADE;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;1200,0;700,8;700,8
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"PAPEL TOALHA - FOLHA: SIMPLES; COMPOSICAO: 100% CELULOSE VIRGEM, BRANCA; TIPO: INTERFOLHADO, 2 DOBRAS; DIMENSOES (L X C ): 23 CM X 23 CM; ACABAMENTO: LISO; APRESENTACAO: EMBALAGEM 1.250 FOLHAS;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;204,0;233,16;233,16
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"RODO - BASE: MADEIRA, COM ESPUMA, PARA ESPALHAR CERA; DIMENSAO BASE: 30CM; CABO: MADEIRA, DE 120CM;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;108,0;36,16;36,16
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"SABAO -  ASPECTO: BARRA; PRINCIPIO ATIVO: BASE DE ACIDOS GRAXOS E GLICERINA; APRESENTACAO: TABLETE 180 G;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;90,0;68,76;68,76
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"SABAO EM PO -  PRINCIPIO ATIVO: LINEAR ALQUIL BENZENO SULFONATO DE SODIO; COMPOSICAO BASICA: TENSOATIVO ANIONICO, BRANQUEADOR OTICO, ENZIMAS; COMPOSICAO COMPLEMENTAR: COADJUVANTES, CORANTES, FRAGANCIA, AGUA E CARGA; APRESENTACAO: EMBALAGEM 5 KG;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;80,0;34,4;34,4
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"SACO DE LIXO -  TIPO PLASTICO: RECICLADO; CAPACIDADE NOMINAL: 100 L - 20 KG; COR: CINZA; DIMENSOES (L X A): 75 CM X 105 CM; APRESENTACAO: EMBALAGEM 100 UN;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;240,0;207,72;207,72
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"SACO DE LIXO -  TIPO PLASTICO: RECICLADO; CAPACIDADE NOMINAL: 200 L - 25 KG; COR: MARROM; DIMENSOES (L X A): 92 CM X 115 CM; APRESENTACAO: EMBALAGEM 100 UN;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;500,0;246,65;246,65
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"SACO DE LIXO -  TIPO PLASTICO: RECICLADO; CAPACIDADE NOMINAL: 30 L - 6 KG; COR: CINZA; DIMENSOES (L X A): 59 CM X 62 CM; APRESENTACAO: EMBALAGEM 100 UN;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;75,0;40,29;40,29
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"VASSOURA -  TIPO DAS CERDAS: PET; ALTURA DAS CERDAS: NAO APLICAVEL; LARGURA BASE: 30 CM; MATERIAL BASE: MADEIRA; MATERIAL CABO: MADEIRA; COMPRIMENTO CABO: 1,50 M; TIPO DO CABO: ROSQUEAVEL;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;100,0;103,6;103,6
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000001/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"VASSOURA -  TIPO DAS CERDAS: PIACAVA NATURAL; ALTURA DAS CERDAS: 15 CM; LARGURA BASE: NUMERO 5, MINIMO 13 CM DE BASE; MATERIAL BASE: MADEIRA REVESTIDA EM PLASTICO; MATERIAL CABO: MADEIRA REVESTIDO PLASTICO; COMPRIMENTO CABO: 1,20 M; TIPO DO CABO: ROSQUEAVEL;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha.;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;100,0;90,56;90,56
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000002/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"CLORO - APRESENTACAO: LIQUIDO; FINALIDADE: SANITIZACAO;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha. ;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;432,0;362,4;362,4
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000003/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"SABONETE LIQUIDO -  INDICACAO: HIGIENIZACAO DA PELE; BASE DO PRODUTO: PEROLADA; ASPECTO: VISCOSO; PH: FISIOLOGICO; COMPOSICAO: AGENTES HIDRATANTES E EMOLIENTES; FRAGRANCIA: FRAGRANCIA SUAVE HIPOALERGENICA; APRESENTACAO: EMBALAGEM 5 L;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha. ;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;276,0;139,99;139,99
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321048 000004/2026;2026-04-22;2026-04-28;0;NÃO;Concluído;"COPO DESCARTAVEL MATERIA-PRIMA: POLIPROPILENO OU POLIESTIRENO; CAPACIDADE VOLUMETRICA: 200 ML; MASSA MINIMA: 1,80 G; RESISTENCIA MINIMA: 0,8 N; TAMPA: SEM TAMPA; APRESENTACAO: PACOTE 100 COPOS;";Com Fornecedor Vencedor;Por lote;Materiais de limpeza, copa e cozinha. ;B&C PRODUTOS DE LIMPEZA E EMBALAGENS LTDA -ME;11.065.582/0001-00;;;;;840,0;607,5;607,5
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321127 000010/2026;2026-02-25;2026-04-22;0;;Concluído;SERVICO DE AUDITORIA VISANDO CERTIFICACAO ISO/IEC;Deserto;Por item;SERVIÇO DE AUDITORIA VISANDO CERTIFICAÇÃO NA NORMA ABNT NBR ISO 9001:2015 1320.01.0144849/2025-06;INEXISTENTE;;106,0;2026-04-13;;;0,0;0,0;0,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1320;SECRETARIA DE ESTADO DA SAUDE;;1321151 000011/2026;2026-03-11;2026-03-31;0;;Concluído;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 20 X 0,55 MM; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX; ESTERIL: SIM;";Fracassado;Por item;Compra de agulhas descartáveis;INEXISTENTE;;;;;;54780,0;0,0;0,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;;1371001 000001/2026;2026-02-06;2026-02-25;0;;Concluído;SERVICO DE WEB, VIDEO E AUDIO CONFERENCIA INTEGRADOS, SOB   AMBIENTE DE CLOUD;Deserto;Por lote;contratação da prestação de serviço de web, vídeo e áudio conferência integrados, sob ambiente de cloud.;INEXISTENTE;;;;;;0,0;0,0;0,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;;1371052 000001/2026;2026-03-13;2026-03-30;0;NÃO;Concluído;"PERSIANA - (PERMANENTE) - MODELO: ROLO TELA SOLAR; MATERIA-PRIMA: TECIDO/POLIESTER; LARGURA LAMINA: TRAMA, MAIS FECHADA, SEM TRANSPARENCIA; DIMENSOES (A X L): CONFORME SOLICITADO PELO ORGAO/ENTIDADE; INSTALACAO: COM INSTALACAO;";Com Fornecedor Vencedor;Por lote;Compra de persianas, inclusive instalação, para o prédio do SISEMA Triângulo Mineiro, sob a forma de entrega integral;PERSIMINAS DECOR LTDA;59.240.824/0001-81;;;;;998,0;600,0;600,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;;1371052 000001/2026;2026-03-13;2026-03-30;0;NÃO;Concluído;"PERSIANA - (PERMANENTE) - MODELO: VERTICAL COM BLACKOUT; MATERIA-PRIMA: POLIESTER (100%); LARGURA LAMINA: 9CM; DIMENSOES (A X L): CONFORME SOLICITACAO DO ORGAO; INSTALACAO: COM INSTALACAO;";Com Fornecedor Vencedor;Por lote;Compra de persianas, inclusive instalação, para o prédio do SISEMA Triângulo Mineiro, sob a forma de entrega integral;PERSIMINAS DECOR LTDA;59.240.824/0001-81;;;;;4399,0;3480,0;3480,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;;1371052 000001/2026;2026-03-13;2026-03-30;0;NÃO;Concluído;"PERSIANA - (PERMANENTE) - MODELO: VERTICAL SEM BLACKOUT; MATERIA-PRIMA: 100% POLIESTER; LARGURA LAMINA: 9CM; DIMENSOES (A X L): CONFORME SOLICITADO PELO ORGAO; INSTALACAO: COM INSTALACAO;";Com Fornecedor Vencedor;Por lote;Compra de persianas, inclusive instalação, para o prédio do SISEMA Triângulo Mineiro, sob a forma de entrega integral;PERSIMINAS DECOR LTDA;59.240.824/0001-81;;;;;17566,96;15105,0;15105,0
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;;1371054 000001/2026;2026-03-18;2026-03-30;0;NÃO;Concluído;"AR CONDICIONADO SPLIT - MODELO: HIGHWALL (DE PAREDE); TECNOLOGIA: INVERTER; CICLO: FRIO; CAPACIDADE TERMICA: 12.000 BTUS/H; NUMERO DE VELOCIDADES: MINIMO 3 VELOCIDADES; MODO DE OPERACAO: REFRIGERACAO E VENTILACAO; FUNCAO ESPECIAL: TEMPORIZADOR + TIMER + SWING; FILTRAGEM DE AR: FILTRO ANTIBACTERIAS, FUNGOS E ACAROS; VOLTAGEM/FREQUENCIA: 220V/60HZ; CLASSIFICACAO ENERGETICA: CLASSE A; FLUIDO REFRIGERANTE: GAS ECOLOGICO R-410A; CONTROLE REMOTO: SEM FIO; CONDENSADORA: DESCARGA HORIZONTAL; CONTEUDO EX";Com Fornecedor Vencedor;Por lote;Aparelhos de ar-condicionado com instalação inclusa.;LUIZ FABIO SOARES CAMPOS JUNIOR 14916016637;38.368.850/0001-10;;;;;21882,21;22949,28;22949,28
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;;1371054 000001/2026;2026-03-18;2026-03-30;0;NÃO;Concluído;"AR CONDICIONADO SPLIT - MODELO: HIGHWALL (DE PAREDE); TECNOLOGIA: INVERTER; CICLO: FRIO; CAPACIDADE TERMICA: 18.000 BTUS/H; NUMERO DE VELOCIDADES: MINIMO 3 VELOCIDADES; MODO DE OPERACAO: REFRIGERACAO E VENTILACAO; FUNCAO ESPECIAL: TEMPORIZADOR + TIMER + SWING; FILTRAGEM DE AR: FILTRO ANTIBACTERIAS, FUNGOS E ACAROS; VOLTAGEM/FREQUENCIA: 220V/60HZ; CLASSIFICACAO ENERGETICA: MAXIMA CLASSE C; FLUIDO REFRIGERANTE: GAS ECOLOGICO R-410A; CONTROLE REMOTO: SEM FIO COM DISPLAY DE AJUSTE DE TEMPERATURA; CO";Com Fornecedor Vencedor;Por lote;Aparelhos de ar-condicionado com instalação inclusa.;LUIZ FABIO SOARES CAMPOS JUNIOR 14916016637;38.368.850/0001-10;;;;;11328,1;10757,49;10757,49
2026;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;;1371054 000001/2026;2026-03-18;2026-03-30;0;NÃO;Concluído;"AR CONDICIONADO SPLIT - MODELO: HIGHWALL (DE PAREDE); TECNOLOGIA: INVERTER; CICLO: FRIO; CAPACIDADE TERMICA: 24.000 BTUS/H; NUMERO DE VELOCIDADES: MINIMO 3 VELOCIDADES; MODO DE OPERACAO: REFRIGERACAO E VENTILACAO; FUNCAO ESPECIAL: TEMPORIZADOR + TIMER + SWING; FILTRAGEM DE AR: FILTRO ANTIBACTERIAS, FUNGOS E ACAROS; VOLTAGEM/FREQUENCIA: 220V/60HZ; CLASSIFICACAO ENERGETICA: CLASSE A; FLUIDO REFRIGERANTE: GAS ECOLOGICO R-410A; CONTROLE REMOTO: SEM FIO; CONDENSADORA: DESCARGA HORIZONTAL; CONTEUDO EX";Com Fornecedor Vencedor;Por lote;Aparelhos de ar-condicionado com instalação inclusa.;LUIZ FABIO SOARES CAMPOS JUNIOR 14916016637;38.368.850/0001-10;;;;;5228,97;5378,76;5378,76
